ranking,game_id,name,min_players,max_players,avg_timeplay,min_timeplay,max_timeplay,year,avg_rating,num_votes,age,category,designer,weight
977,119,Kingdoms,2,4,45,45,45,1994,6.62904,4010,9,"Abstract Strategy, Fantasy, Medieval",Reiner Knizia,1.827
979,361,Hare & Tortoise,2,6,45,45,45,1973,6.65736,3617,8,"Animals, Racing",David Parlett,1.9377
991,438,Scotland Yard,3,6,45,12,45,1983,6.5097,10454,10,"Deduction, Travel","Manfred Burggraf, Dorothy Garrels, Wolf Hoermann, Fritz Ifland, Werner Scheerer, Werner Schlegel",1.9638
992,43868,The Adventurers: The Temple of Chac,2,6,45,45,45,2009,6.62028,4148,10,"Adventure, Ancient, Exploration, Miniatures","Guillaume Blossier, Fr_d_ric Henry",1.6686
995,31552,Wings of War: Deluxe Set,2,4,45,45,45,2007,7.27585,1013,0,"Aviation / Flight, Card Game, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",2
996,82168,Escape from the Aliens in Outer Space,2,8,45,45,45,2010,6.92534,1740,13,"Horror, Party Game, Science Fiction","Mario Porpora, Pietro Righi Riva, Luca Francesco Rossi, NicolÌá Tedeschi",1.8406
1004,13308,Niagara,3,5,45,12,45,2004,6.53407,6640,8,"Exploration, Nautical",Thomas Liesching,1.83
1007,180852,Tiny Epic Western,1,4,45,45,45,2016,6.98317,1690,14,"American West, Bluffing, Industry / Manufacturing",Scott Almes,2.8116
1022,171011,Favor of the Pharaoh,2,4,45,45,45,2015,6.92323,1589,13,Dice,Thomas Lehmann,2
1024,179303,Cthulhu Realms,2,4,45,45,45,2015,6.93929,1652,14,Card Game,Darwin Kastle,2.1071
1025,167513,Barony,2,4,45,12,45,2015,7.11416,1237,14,"Abstract Strategy, Medieval, Territory Building",Marc Andr_,2.4483
1026,35503,Ra: The Dice Game,2,4,45,45,45,2009,6.7521,2183,10,"Ancient, Dice",Reiner Knizia,1.7452
1060,2251,Strat-O-Matic Baseball,1,2,45,45,45,1962,7.55855,808,11,Sports,Hal Richman,2.3483
1061,34707,The Hanging Gardens,2,4,45,23,45,2008,6.7771,1969,8,Ancient,Din Li Tsan,1.9556
1070,175293,Trambahn,2,2,45,45,45,2015,7.11711,1083,8,"Card Game, Trains, Transportation",Helmut Ohley,1.8387
1074,12589,Razzia!,2,5,45,45,45,2004,6.81919,1685,12,"Card Game, Mafia",Reiner Knizia,1.9648
1079,134157,Guilds of London,1,4,45,45,45,2016,7.12341,1055,10,Medieval,Tony Boydell,2.9697
1086,33154,Wasabi!,2,4,45,45,45,2008,6.55066,4414,10,Territory Building,"Josh Cappel, Adam Gertzbein",1.9044
1092,24310,The Red Dragon Inn,2,4,45,12,45,2007,6.57981,4960,13,"Card Game, Fantasy, Humor, Medieval, Party Game","Cliff Bohm, Geoff Bottone, Cold FuZion Studios, Colleen Skadl",1.6596
1094,120,Hoity Toity,2,6,45,45,45,1990,6.54492,4420,12,Bluffing,Klaus Teuber,1.865
1098,66214,Samarkand: Routes to Riches,2,5,45,45,45,2010,6.91439,1414,8,"Arabian, Economic, Transportation","David V. H. Peters, Harry Wu",2.2794
1099,117,Ta YÌª,2,4,45,45,45,1999,6.99012,1265,10,Abstract Strategy,Niek Neuwahl,2.0839
1101,118063,Android: Infiltration,2,6,45,45,45,2012,6.62578,3149,14,"Card Game, Exploration, Science Fiction, Spies/Secret Agents",Donald X. Vaccarino,2.1053
1115,142121,Guildhall: Job Faire,2,4,45,45,45,2013,7.23925,872,10,"Card Game, Medieval",Hope S. Hwang,2.1818
1127,40393,FITS,1,4,45,45,45,2009,6.61041,2726,8,"Abstract Strategy, Puzzle",Reiner Knizia,1.3932
1132,32412,PalastgeflÌªster,3,5,45,45,45,2007,6.78487,1726,10,"Bluffing, Card Game, Medieval",Michael Rieneck,1.6516
1134,57660,Time's Up! EdiciÌÔn Azul,4,12,45,45,45,2006,7.29258,812,12,"Humor, Movies / TV / Radio theme, Party Game",Peter Sarrett,1.2549
1136,1117,You're Bluffing!,3,5,45,45,45,1985,6.62933,2844,10,"Animals, Bluffing, Card Game, Humor",RÌªdiger Koltze,1.6174
1137,123219,OddVille,2,4,45,45,45,2012,6.90169,1386,10,"Card Game, City Building, Fantasy",Carlo Lavezzi,2.3789
1163,65515,Nuns on the Run,2,8,45,45,45,2010,6.55989,3218,10,"Bluffing, Deduction, Humor, Religious",Fr_deric Moyersoen,2.0577
1165,15510,Tower of Babel,3,5,45,45,45,2005,6.67492,2112,10,"Ancient, Mythology",Reiner Knizia,2.3447
1171,6901,Euchre,2,7,45,45,45,1848,6.78443,1763,8,Card Game,(Uncredited),1.6806
1172,109291,Sails of Glory,2,4,45,45,45,2013,7.53156,694,13,"American Revolutionary War, Miniatures, Napoleonic, Nautical, Wargame","Andrea Angiolino, Andrea Mainini",2.9
1173,88408,Nightfall,2,5,45,45,45,2011,6.54221,3463,12,"Card Game, Fantasy, Fighting, Horror",David Gregg,2.6349
1207,76150,Revolver,2,2,45,45,45,2011,6.95158,1183,12,"American West, Card Game, Fighting",Mark Chaplin,1.962
1223,36648,Pyramid,2,5,45,45,45,2008,6.91233,1166,8,"Deduction, Maze, Memory",Marcel-Andr_ Casasola Merkle,1.3824
1251,66587,GOSU,2,4,45,45,45,2010,6.61928,2323,10,"Card Game, Fantasy",Kim Satå»,2.4046
1256,21632,To Court the King,2,5,45,45,45,2006,6.47345,3555,10,"Dice, Medieval",Thomas Lehmann,1.7305
1264,146816,Sanssouci,2,4,45,45,45,2013,7.08322,872,8,Age of Reason,Michael Kiesling,2
1268,65282,Tanto Cuore,2,4,45,45,45,2009,6.88677,1373,13,"Card Game, Mature / Adult",Masayuki Kudou,2.1717
1272,137423,Pixel Tactics 2,2,2,45,45,45,2013,7.25651,742,12,"Card Game, Fantasy, Fighting, Video Game Theme","D. Brad Talton, Jr.",2.5625
1298,153097,Heroes Wanted,1,5,45,45,45,2014,6.99431,1188,13,"Adventure, Comic Book / Strip, Fighting","Travis R. Chance, Nick Little",2.5676
1312,22532,Wings of War: The Dawn of World War II,2,6,45,45,45,2007,6.88298,1185,12,"Aviation / Flight, Card Game, Wargame, World War II","Andrea Angiolino, Pier Giorgio Paglia",1.9559
1320,21791,Masons,2,4,45,45,45,2006,6.55069,2241,8,"City Building, Medieval",Leo Colovini,2.1329
1336,195528,La Granja: No Siesta,1,4,45,45,45,2016,7.06573,815,10,"Dice, Farming","Andreas ""ode."" Odendahl",2.1875
1352,2603,The Lord of the Rings Trading Card Game,2,6,45,12,45,2001,6.8651,1260,12,"Adventure, Card Game, Collectible Components, Fantasy, Movies / TV / Radio theme","Chuck Kallenbach, Tom Lischke, Mike Reynolds",2.936
1359,1042,Dragon's Gold,3,6,45,45,45,2001,6.49063,2610,12,"Card Game, Fantasy, Fighting, Negotiation",Bruno Faidutti,1.6944
1362,96152,Nightfall: Martial Law,2,5,45,45,45,2011,7.08092,792,12,"Card Game, Fantasy, Fighting, Horror",David Gregg,2.72
1374,183231,Adventure Land,2,4,45,45,45,2015,7.02442,827,10,Fantasy,"Michael Kiesling, Wolfgang Kramer",1.9333
1407,932,Top Race,2,6,45,45,45,1996,6.77573,1140,8,Racing,Wolfgang Kramer,1.75
1414,150293,The Ravens of Thri Sahashri,2,2,45,45,45,2013,7.39104,548,12,"Card Game, Deduction",Kuro,3.2632
1432,18866,Shear Panic,2,4,45,12,45,2005,6.40168,3379,10,Animals,"Gordon Lamont, Fraser Lamont",2.2256
1442,111148,WÌªrfel Bohnanza,2,5,45,45,45,2012,6.67163,1363,10,"Dice, Farming",Uwe Rosenberg,1.3085
1448,256,Mississippi Queen,3,5,45,45,45,1997,6.38367,3288,10,"Nautical, Racing",Werner Hodel,1.6962
1449,32944,Neue Heimat,2,5,45,12,45,2007,7.223,604,10,"City Building, Economic",Klaus Zoch,2.6429
1450,34297,The Climbers,2,5,45,45,45,2008,6.88326,920,8,"Abstract Strategy, Racing",Holger Lanz,1.8875
1454,4491,Cave Troll,2,4,45,45,45,2002,6.41389,2982,10,Fantasy,Tom Jolly,1.9505
1476,1037,Deadlands: Doomtown,2,6,45,45,45,1998,7.28883,608,10,"American West, Card Game, City Building, Collectible Components, Fantasy, Fighting, Horror",Dave Williams (II),3.0169
1478,37120,Pack & Stack,3,6,45,45,45,2008,6.43814,2464,10,"Action / Dexterity, Puzzle, Real-time",Bernd Eisenstein,1.2885
1487,21654,Iliad,2,6,45,45,45,2006,6.55221,1729,10,"Ancient, Bluffing, Card Game, Mythology",Dominique Ehrhard,2.0938
1502,156138,Happy Pigs,2,6,45,45,45,2013,7.01117,770,8,"Animals, Economic, Farming",Kuraki Mura,2.4783
1504,189052,Sea of Clouds,2,4,45,45,45,2016,6.97379,815,10,"Card Game, Pirates",Th_o Riviåère,1.6
1506,27048,Duel in the Dark,1,2,45,45,45,2007,6.65682,1347,10,"Aviation / Flight, Wargame, World War II",Friedemann de Pedro,2.4898
1507,195856,Bloodborne: The Card Game,3,5,45,45,45,2016,7.07828,769,14,"Card Game, Fantasy, Horror, Video Game Theme",Eric M. Lang,2.1333
1509,883,Ivanhoe,2,5,45,45,45,2000,6.55222,1613,10,"Card Game, Fighting, Medieval","Reiner Knizia, Andy Lewis",1.6129
1518,173200,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,2,6,45,45,45,2015,6.91536,934,15,"Fantasy, Fighting, Humor",none,1.64
1533,154003,Pagoda,2,2,45,45,45,2014,6.75106,1008,8,Ancient,Arve D. FÌªhler,1.88
1545,128554,V_luspÌÊ,2,5,45,45,45,2012,6.7238,1114,10,"Abstract Strategy, Mythology",Scott Caputo,1.9048
1560,209685,Century: Spice Road,2,5,45,45,45,2017,7.39026,530,8,none,Emerson Matsuuchi,1.8333
1563,6068,Queen's Necklace,2,4,45,45,45,2003,6.4567,2072,8,"Age of Reason, Bluffing, Card Game, Novel-based","Bruno Cathala, Bruno Faidutti",1.9009
1564,19301,Mesopotamia,2,4,45,45,45,2005,6.5585,1479,10,"Ancient, Civilization",Klaus-JÌªrgen Wrede,2.4337
1565,154906,Isle of Trains,2,4,45,45,45,2014,6.93936,761,13,"Card Game, Trains, Transportation","Seth Jaffee, Dan Keltner",2
1569,55253,Atlantis,2,4,45,45,45,2009,6.52272,1564,10,Mythology,Leo Colovini,1.8356
1584,122,Quo Vadis?,3,5,45,45,45,1992,6.44162,1921,12,"Ancient, Negotiation, Political",Reiner Knizia,2.0725
1602,143175,Kashgar: H_ndler der Seidenstraå_e,2,4,45,45,45,2013,7.04321,632,12,"Card Game, Economic",Gerhard Hecht,2.3158
1613,11945,Linq,4,8,45,45,45,2004,6.88974,755,10,"Party Game, Spies/Secret Agents, Word Game","Andrea Meyer, Erik Nielsen",1.4348
1622,3267,Pizarro & Co.,3,6,45,45,45,2002,6.56205,1274,12,"Exploration, Renaissance",Thomas Lehmann,2.4526
1635,287,Bazaar,2,6,45,45,45,1967,6.50928,1455,8,"Abstract Strategy, Puzzle",Sid Sackson,2.0147
1637,1265,Mystery Rummy: Jekyll & Hyde,2,2,45,12,45,2001,6.6326,1151,10,"Card Game, Murder/Mystery",Mike Fitzgerald,1.5268
1644,142854,Infection: Humanity's Last Gasp,1,1,45,45,45,2013,7.40381,452,13,"Medical, Puzzle",John Gibson,2.075
1646,118610,Santa Cruz,2,4,45,45,45,2012,6.71638,954,8,"Exploration, Transportation",Marcel-Andr_ Casasola Merkle,2.2
1661,827,Attila,2,5,45,45,45,2000,6.51523,1480,10,Ancient,Karl-Heinz Schmiel,2.5655
1664,265,Intrigue,3,5,45,12,45,1994,6.37424,2182,14,"Negotiation, Renaissance",Stefan Dorra,1.9587
1672,83040,Leader 1: Hell of the North,2,10,45,45,45,2011,7.78908,357,14,"Racing, Sports","Christophe Leclercq, Alain Ollier",2.6889
1695,108044,Nefarious,2,6,45,45,45,2011,6.44516,1690,8,"Card Game, Humor, Science Fiction",Donald X. Vaccarino,1.7323
1715,105624,Poseidon's Kingdom,2,4,45,45,45,2011,6.89536,652,10,"Animals, Dice, Mythology","Gordon Lamont, Fraser Lamont",2.4103
1717,162559,Smash Up: Munchkin,2,4,45,45,45,2015,6.88616,730,12,"Card Game, Fantasy, Humor",none,2.1667
1723,205418,Agricola: Family Edition,1,4,45,45,45,2016,7.56669,399,8,"Animals, Farming",Uwe Rosenberg,2.6154
1743,129320,Castle Dice,1,4,45,45,45,2013,6.7817,798,10,"Dice, Medieval",Luke Peterschmidt,2.2759
1758,5795,Richelieu,2,2,45,45,45,2003,6.6479,938,12,Card Game,Michael Schacht,1.9151
1761,187680,Quests of Valeria,1,5,45,45,45,2017,7.15605,515,14,"Card Game, Fantasy",Isaias Vallejo,1.8571
1775,4583,Pinochle,2,4,45,12,45,1904,6.80069,779,10,Card Game,(Uncredited),2.3291
1786,20022,Terra Nova,2,4,45,45,45,2006,6.42053,1474,10,"Abstract Strategy, Territory Building","Gaetano Evola, Rosanna Leocata",2.2614
1800,122891,Courtier,2,4,45,45,45,2012,6.71729,799,10,"Card Game, Renaissance, Territory Building",Philip duBarry,2.3607
1801,1260,Rook,2,6,45,45,45,1906,6.37651,1971,8,Card Game,"George S. Parker, Grace Parker",1.8678
1822,31133,Ice Flow,2,4,45,45,45,2008,6.4559,1312,11,"Adventure, Animals, Puzzle, Racing, Travel","Dean Conrad, John Streets",2.1449
1823,32441,Bezzerwizzer,2,4,45,45,45,2007,6.40179,1738,14,"Party Game, Trivia",Jesper BÌªlow,1.6477
1831,146408,Sentinel Tactics: The Flame of Freedom,2,8,45,45,45,2014,6.93518,608,13,"Comic Book / Strip, Miniatures","Christopher Badell, Luther Bell Hendricks V, Kevin G. Nunn",2.5
1845,25584,If Wishes Were Fishes!,2,5,45,45,45,2007,6.52825,1073,10,Animals,"Michael Adams, Peter Sarrett",1.9478
1846,22278,12 Thieves,2,4,45,12,45,2006,6.44547,1336,8,Arabian,Thorsten Gimmler,1.8639
1850,137397,Via Appia,2,4,45,45,45,2013,6.66518,817,8,"Action / Dexterity, Ancient",Michael Feldk_tter,1.98
1854,39813,Qwirkle Cubes,2,4,45,45,45,2009,6.59377,912,6,"Abstract Strategy, Dice",Susan McKinley Ross,1.625
1881,40214,Bombay,2,5,45,45,45,2009,6.3843,1475,10,"Economic, Transportation",Cyril Demaegd,2.0471
1883,195372,Krazy Wordz,3,7,45,45,45,2016,7.55852,335,16,"Party Game, Word Game","Dirk Baumann, Thomas Odenhoven, Matthias Schmitt",1.0909
1893,68858,Tanto Cuore: Expanding the House,2,4,45,45,45,2010,7.63196,352,12,Card Game,Masayuki Kudou,2.15
1909,30804,Song of Blades and Heroes,2,6,45,12,45,2007,7.79179,307,12,"Fantasy, Fighting, Miniatures, Print & Play, Wargame",Andrea Sfiligoi,2.2432
1918,30662,Travel Carcassonne,2,5,45,45,45,2007,7.20209,417,8,"City Building, Medieval",Klaus-JÌªrgen Wrede,1.8857
1922,2795,Car Wars,2,8,45,45,45,1981,6.32848,1881,10,"Fighting, Racing, Science Fiction, Sports","Chad Irby, Steve Jackson (I)",3.1058
1924,60131,Ugg-Tect,4,8,45,45,45,2009,6.33737,1524,8,"Humor, Party Game, Prehistoric, Real-time",Walter Obert,1.1961
1939,101786,Dust Tactics: Revised Core Set,2,4,45,45,45,2011,7.45442,398,14,"Miniatures, Science Fiction, World War II",none,2.5278
1941,154443,Madame Ching,2,4,45,45,45,2014,6.57903,856,8,"Card Game, Nautical, Pirates","Bruno Cathala, Ludovic Maublanc",2.1395
1946,2652,Wise and Otherwise,2,6,45,45,45,1997,6.66957,816,12,"Bluffing, Party Game",(Uncredited),1.507
1948,113927,Nightfall: The Coldest War,2,5,45,45,45,2012,7.31953,360,12,"Card Game, Fantasy, Fighting, Horror, Zombies",David Gregg,2.8095
1953,155173,Subdivision,1,4,45,45,45,2014,6.58012,852,13,City Building,Lucas Hedgren,2.3514
1957,257,Kill Doctor Lucky,3,8,45,45,45,1996,6.15353,5310,12,"Humor, Murder/Mystery",James Ernest,1.654
1969,3141,The Bucket King,2,6,45,12,45,2002,6.3428,1444,10,"Animals, Card Game",Stefan Dorra,1.2391
1971,207207,GlÌªx,2,4,45,45,45,2016,7.38305,367,8,Abstract Strategy,Jakob Andrusch,1.7
1990,6795,Battleball,2,2,45,45,45,2003,6.28723,1897,8,"Miniatures, Science Fiction, Sports",Stephen Baker,1.5086
2007,18289,Key Largo,3,5,45,45,45,2005,6.62077,752,10,Nautical,"Bruno Faidutti, Paul Randles, Mike Selinker",2.0462
2010,3452,Emerald,2,5,45,12,45,2002,6.37329,1228,10,"Adventure, Exploration, Fantasy",RÌªdiger Dorn,1.6815
2015,109969,Mutant Meeples,2,7,45,45,45,2012,6.72516,643,8,"Puzzle, Real-time",Ted Alspach,2.4884
2023,33643,Whoowasit?,2,4,45,45,45,2007,6.8805,521,6,"Animals, Children's Game, Deduction, Electronic, Fantasy",Reiner Knizia,1.4286
2024,9028,Tongiaki: Journey into the Unknown,2,6,45,12,45,2004,6.23002,2169,10,"Exploration, Nautical, Transportation",Thomas Rauscher,1.957
2047,19,Wacky Wacky West,2,4,45,12,45,1991,6.31542,1467,9,"American West, Bluffing, City Building",Klaus Teuber,1.8467
2061,1036,Speculation,3,6,45,45,45,1992,6.76239,580,10,Economic,Dirk Henn,2
2074,153999,"...and then, we held hands.",2,2,45,45,45,2015,6.38595,1141,12,"Card Game, Print & Play","David Chircop, Yannick Massa",1.7381
2079,9825,Early American Chrononauts,1,6,45,45,45,2004,6.62951,770,11,"American Civil War, Card Game, Educational, Political, Science Fiction",Andrew Looney,1.8571
2097,1800,Mythos,1,10,45,45,45,1996,6.63974,732,10,"Adventure, Card Game, Collectible Components, Fighting, Horror, Novel-based",Charlie Krank,2.5263
2106,38032,Byzanz,3,6,45,45,45,2008,6.57282,712,8,"Ancient, Arabian, Card Game, Economic",Emanuele Ornella,1.6081
2108,130605,Lost Valley: The Yukon Goldrush 1896,2,6,45,45,45,2014,6.97656,450,10,"American West, Exploration","Tobias Goslar, Roland Goslar, Johannes Goslar",2.8333
2116,19947,Ark,3,5,45,45,45,2005,6.29797,1309,8,"Animals, Religious","Doris Matth_us, Frank Nestel",2.2081
2131,29602,Okko: Era of the Asagiri,2,2,45,12,45,2008,6.71408,670,12,"Comic Book / Strip, Fighting, Medieval, Miniatures",Laurent Pouchain,2.2317
2139,69120,Cadwallon: City of Thieves,2,4,45,45,45,2010,6.34701,1380,10,"Adventure, Fantasy, Fighting, Miniatures","Pascal Bernard, Laurent Pouchain",2.2178
2141,169274,Pixel Tactics Deluxe,2,4,45,45,45,2015,7.58088,274,12,"Card Game, Fantasy, Fighting, Video Game Theme","D. Brad Talton, Jr.",2.7
2149,177079,Die Legenden von Andor: Chada & Thorn,2,2,45,45,45,2015,6.97732,444,10,"Card Game, Fantasy",Gerhard Hecht,2.1579
2153,144734,Arcane Academy,2,4,45,45,45,2016,7.11028,418,12,"Comic Book / Strip, Fantasy","Eric M. Lang, Kevin Wilson",2.2
2155,147431,Cubist,2,4,45,45,45,2014,6.87824,462,7,"Dice, Educational, Puzzle","Steven Poelzing, Alf Seegert",1.9677
2162,91534,Struggle for Catan,2,4,45,45,45,2011,6.24585,1673,10,"Card Game, City Building",Klaus Teuber,1.6667
2164,1768,Fireball Island,2,4,45,12,45,1986,6.47761,1138,7,"Action / Dexterity, Adventure, Children's Game, Racing","Chuck Kennedy, Bruce Lund",1.3661
2177,46807,Infinite City,2,6,45,45,45,2009,6.2298,1646,10,"City Building, Science Fiction, Territory Building",Brent Keith,1.891
2183,2633,Dog,2,6,45,45,45,1997,6.40736,944,9,"Card Game, Racing",(Uncredited),1.4819
2193,804,Thunder Road,2,4,45,45,45,1986,6.60677,665,10,"Fighting, Racing, Science Fiction",Jim Keifer,1.3733
2198,1917,Stratego,2,2,45,45,45,1944,6.03923,10186,8,"Abstract Strategy, Bluffing, Deduction, Fighting, Memory, Napoleonic, Wargame",Jacques Johan Mogendorff,1.8601
2210,4471,Fist of Dragonstones,3,6,45,45,45,2002,6.17022,1985,8,"Bluffing, Fantasy, Medieval","Bruno Faidutti, Michael Schacht",1.8673
2237,179933,Agility,2,2,45,45,45,2016,7.53729,269,10,"Animals, Racing",Brent Povis,2
2269,2470,The Extraordinary Adventures of Baron Munchausen,3,20,45,45,45,1998,7.29417,300,10,"Adventure, Party Game",James Wallis,1.5455
2281,854,Doge,3,4,45,45,45,2000,6.52305,696,12,"Bluffing, Political",Leo Colovini,2.5588
2282,192,Nicht die Bohne!,3,6,45,45,45,1999,6.37051,883,10,Card Game,Horst-Rainer R_sner,1.3663
2286,142084,Kings of Israel,2,4,45,12,45,2014,7.43397,277,14,"Ancient, Religious",Lance Hill,2.48
2294,174744,Mogul,3,5,45,12,45,2015,6.93099,395,13,"Economic, Trains",Michael Schacht,2
2301,200454,Planetarium,1,4,45,45,45,2017,7.37315,302,10,"Educational, Science Fiction, Space Exploration",St_phane Vachon,2.1333
2311,42142,Doctor Who: Solitaire Story Game,1,1,45,45,45,2009,8.02692,266,11,"Movies / TV / Radio theme, Print & Play, Science Fiction",Simon Cogan,2.6136
2313,164698,Fresh Fish,2,5,45,45,45,2014,7.00946,357,12,City Building,Friedemann Friese,2.3333
2316,142555,The Lord of the Rings: The Two Towers Deck-Building Game,2,5,45,45,45,2013,6.93264,431,15,"Card Game, Fantasy, Movies / TV / Radio theme, Novel-based",Matt Hyra,2.1852
2328,42306,Wings of War: WW2 Deluxe set,2,4,45,45,45,2009,7.27997,319,8,"Aviation / Flight, Card Game, Miniatures, Wargame, World War II","Andrea Angiolino, Pier Giorgio Paglia",2.36
2329,136594,Dragon's Hoard,2,4,45,45,45,2014,6.48649,741,8,"Adventure, Card Game, Fantasy",Nathanael Mortensen,1.4468
2334,27165,Age of Discovery,2,4,45,45,45,2007,6.40322,821,10,"Card Game, Economic, Exploration, Nautical, Renaissance",Alfred Viktor Schulz,2.4071
2340,176803,Overseers,3,6,45,45,45,2015,7.0264,420,12,"Bluffing, Card Game",Guan Chih Huang,2.1538
2341,25114,Die S_ulen von Venedig,2,6,45,45,45,2006,6.61794,568,10,City Building,"Christian Fiore, Knut Happel",2.3231
2356,159492,The Game of 49,2,5,45,45,45,2014,6.5968,597,10,none,Mark Corsey,1.7727
2358,156373,Chimera,3,3,45,12,45,2014,7.00551,356,13,Card Game,Ralph H. Anderson,2.1923
2377,178613,Star Trek: Five-Year Mission,3,7,45,45,45,2015,6.44428,746,10,"Dice, Movies / TV / Radio theme, Science Fiction",David E. Whitcher,1.7879
2389,197065,Valley of the Kings: Last Rites,1,4,45,45,45,2016,7.7418,213,14,"Ancient, Card Game",Tom Cleaver,2.5
2393,202755,Guildhall Fantasy: Fellowship,2,4,45,45,45,2016,7.46329,247,10,"Card Game, Fantasy",Hope S. Hwang,2
2395,146784,Dark Gothic,2,6,45,12,45,2014,6.99568,367,12,"Card Game, Horror",Jason C. Hill,2.1111
2396,58798,Cardcassonne,2,5,45,12,45,2009,6.31168,978,8,"Card Game, City Building, Medieval","Karl-Heinz Schmiel, Klaus-JÌªrgen Wrede",1.7586
2401,63167,Undermining,2,5,45,45,45,2011,6.46702,687,8,"Science Fiction, Space Exploration, Transportation",Matt Tolman,1.8657
2403,181960,Portal of Heroes,2,5,45,12,45,2015,6.78535,458,10,"Card Game, Fantasy",Johannes Schmidauer-K_nig,1.6842
2404,129820,Salmon Run,2,4,45,45,45,2013,6.62173,547,10,"Animals, Racing",Jesse Catron,1.8158
2410,42490,Pony Express,3,5,45,45,45,2009,6.49102,652,8,"Action / Dexterity, American West, Bluffing, Dice, Humor, Racing","Antoine Bauza, Bruno Faidutti",1.5849
2416,34496,World of Warcraft Miniatures Game,2,2,45,45,45,2008,6.59219,665,0,"Adventure, Collectible Components, Fantasy, Miniatures, Video Game Theme","Edward Fear, John Fiorillo, Justin Gary, Matt Hyra, Anthony Shaheen, Patrick Sullivan (II)",2.3133
2417,146725,Golem Arcana,2,8,45,45,45,2014,7.03471,459,14,"Electronic, Fantasy, Miniatures, Wargame","Seth Johnson, Michael Mulvihill, Brian Poel, Jordan Weisman",2.7708
2433,789,Focus,2,4,45,45,45,1963,6.46416,648,10,Abstract Strategy,Sid Sackson,2.4265
2442,431,Alhambra: The Card Game,3,6,45,45,45,1992,6.44209,682,10,"Arabian, Card Game, City Building, Economic, Humor, Medieval",Dirk Henn,1.6905
2445,38931,Basilica,2,2,45,12,45,2010,6.65616,508,10,"Medieval, Religious",?ukasz M. Pogoda,2.3137
2472,91773,Resident Evil Deck Building Game: Alliance,1,4,45,45,45,2011,6.82667,492,13,"Card Game, Exploration, Fantasy, Horror, Video Game Theme, Zombies",Tylar Allinder,2.3571
2481,302,Forum Romanum,2,6,45,45,45,1988,6.78916,403,10,"Abstract Strategy, Ancient",Wolfgang Kramer,2.5185
2493,3208,Dragonland,2,4,45,45,45,2002,6.34072,840,9,"Dice, Fantasy, Medieval",Reiner Knizia,1.8381
2503,65568,J_ger und Sammler,2,4,45,45,45,2010,6.71798,431,10,Prehistoric,Reiner Knizia,1.975
2504,568,Rage,2,10,45,45,45,1983,6.17781,1379,8,Card Game,(Uncredited),1.482
2510,1206,Venture,2,6,45,45,45,1969,6.48297,610,10,"Card Game, Economic",Sid Sackson,1.9667
2512,33495,Time's Up! Ìãdition purple,4,12,45,45,45,2007,7.31328,256,0,"Humor, Memory, Party Game",Peter Sarrett,1.1
2513,128733,Revolver 2: Last Stand at Malpaso,2,2,45,45,45,2012,7.09109,312,12,"American West, Bluffing, Card Game, Fighting","Leigh Caple, Mark Chaplin",2.2353
2522,17104,Canasta,2,6,45,45,45,1939,6.37034,888,12,Card Game,Segundo Santos,2.1839
2530,5825,Paris Paris,2,4,45,45,45,2003,6.20717,1107,9,"Transportation, Travel",Michael Schacht,1.9754
2535,29805,Petits Meurtres & Faits Divers,4,7,45,45,45,2007,7.00829,315,12,"Deduction, Murder/Mystery",Herv_ Marly,1.8824
2539,39232,Nemo's War,1,1,45,12,45,2009,7.17352,281,0,"Nautical, Novel-based, Science Fiction, Wargame",Chris Taylor,2.0263
2548,55863,The Three Musketeers: The Queen's Pendants,2,5,45,45,45,2009,6.78985,398,8,"Bluffing, Deduction, Fighting, Miniatures, Novel-based, Renaissance",Pascal Bernard,2.1042
2565,129976,Game of Thrones: The Card Game,2,2,45,45,45,2012,6.40456,722,0,"Card Game, Fantasy, Medieval, Movies / TV / Radio theme, Novel-based","Eric M. Lang, Christian T. Petersen",2.7115
2570,34227,Blox,2,4,45,45,45,2008,6.56814,497,10,Abstract Strategy,"JÌªrgen P. Grunau, Wolfgang Kramer, Hans Raggan",2.1034
2598,192297,America,2,6,45,45,45,2016,6.99821,299,10,"Bluffing, Party Game, Trivia","Ted Alspach, Friedemann Friese",1.2
2600,38877,No Retreat!,1,2,45,45,45,2008,7.90862,174,0,"Wargame, World War II",Carl Paradis,2.5556
2606,36482,Wings of War: Fire from the Sky,1,6,45,45,45,2009,7.21379,272,0,"Aviation / Flight, Card Game, Wargame, World War II","Andrea Angiolino, Pier Giorgio Paglia",2
2617,696,The Big Idea,3,6,45,45,45,2000,6.32594,802,10,"Card Game, Party Game",James Ernest,1.3226
2625,25294,Take it to the Limit!,1,6,45,45,45,2006,6.83327,361,10,Abstract Strategy,Peter Burley,2.075
2634,8920,BuyWord,1,4,45,12,45,2004,6.33411,698,8,"Math, Word Game",Sid Sackson,1.8072
2641,169649,Sapiens,2,4,45,45,45,2015,6.65659,417,10,Prehistoric,Cyrille Leroy,2.6
2644,159406,Portal: The Uncooperative Cake Acquisition Game,2,4,45,12,45,2015,6.44944,653,15,"Puzzle, Science Fiction, Video Game Theme",Jeep Barnett,2.0417
