ranking,game_id,name,min_players,max_players,avg_timeplay,min_timeplay,max_timeplay,year,avg_rating,num_votes,age,category,designer,weight
2020,134520,Phantom Leader Deluxe,1,1,30,30,30,2013,8.06462,253,12,"Aviation / Flight, Vietnam War, Wargame",Dan Verssen,2.7333
2029,293,Bamboleo,2,7,30,30,30,1996,6.40511,1176,6,"Action / Dexterity, Party Game",Jacques Zeimet,1.2022
2038,206084,Nautilion,1,2,30,30,30,2016,7.54102,309,10,"Dice, Fantasy, Nautical",Shadi Torbey,1.8889
2042,206504,The Blood of an Englishman,2,2,30,30,30,2016,7.17114,402,10,"Abstract Strategy, Card Game, Novel-based",Dan Cassar,1.8
2050,2381,Scattergories,2,6,30,30,30,1988,6.1265,5995,12,"Party Game, Real-time, Word Game",(Uncredited),1.4171
2051,198522,Archer: Once You Go Blackmail...,2,4,30,30,30,2016,7.25553,378,10,"Card Game, Deduction, Movies / TV / Radio theme, Spies/Secret Agents",Seiji Kanai,1.3
2052,22198,Great Wall of China,2,5,30,8,30,2006,6.23101,1807,10,Card Game,Reiner Knizia,1.8708
2053,135116,Rent a Hero,3,5,30,30,30,2012,6.43172,1028,8,"Bluffing, Card Game, Fantasy",Kuro,1.5294
2064,150146,Rattlebones,2,4,30,30,30,2014,6.67383,653,14,Dice,Stephen Glenn,1.54
2070,357,Excape,3,6,30,30,30,1998,6.30851,1352,8,"Dice, Racing",Reiner Knizia,1.1486
2073,96704,Fealty,2,4,30,15,30,2011,6.79285,552,0,"Abstract Strategy, Medieval, Territory Building",R. Eric Reuss,2.4595
2075,75789,Mai-Star,3,6,30,8,30,2010,6.55438,819,14,Card Game,Seiji Kanai,1.8936
2088,65200,Asteroyds,2,6,30,8,30,2010,6.41911,1007,10,"Racing, Real-time, Science Fiction, Space Exploration","Guillaume Blossier, Fr_d_ric Henry",2.1757
2095,116858,Noah,2,5,30,8,30,2012,6.54524,843,7,"Animals, Card Game","Bruno Cathala, Ludovic Maublanc",1.3571
2111,113293,Article 27: The UN Security Council Game,3,6,30,8,30,2012,6.55914,743,10,"Bluffing, Negotiation, Political",Dan Baden,2.1489
2117,4553,Attribute,3,8,30,8,30,2002,6.39851,1043,8,"Party Game, Real-time, Word Game",Marcel-Andr_ Casasola Merkle,1.178
2124,1545,Flowerpower,1,2,30,30,30,2001,6.614,655,8,Abstract Strategy,"Angelika Fassauer, Peter Haluszka",1.4848
2144,95,Igel Ì_rgern,2,6,30,30,30,1990,6.41176,962,8,"Animals, Children's Game, Dice, Racing","Doris Matth_us, Frank Nestel",1.3833
2147,75448,Tanto Cuore: Romantic Vacation,2,4,30,30,30,2010,7.61268,284,12,Card Game,Masayuki Kudou,2.4444
2159,154173,7 Ronin,2,2,30,30,30,2013,7.15637,380,14,Medieval,"Marek Mydel, Piotr Stankiewicz",2.1364
2165,125924,Clubs,2,6,30,30,30,2013,6.61411,659,8,Card Game,Dominic Crapuchettes,1.4565
2169,128698,Vampire Empire,2,2,30,30,30,2012,6.84257,489,10,"Bluffing, Card Game, Deduction, Medieval",Filip Mi?u?ski,2.1176
2176,97803,Penny Arcade: The Game ? Gamers vs. Evil,2,4,30,30,30,2011,6.56851,794,15,"Card Game, Comic Book / Strip, Video Game Theme","Ben Cichoski, Mike Donais, Paul Sottosanti",2.2321
2187,31545,Pow Wow,3,8,30,30,30,2006,6.66595,575,0,"Bluffing, Deduction, Party Game",Spartaco Albertarelli,1.1538
2194,170,Family Business,2,6,30,30,30,1982,6.11474,3421,8,"Card Game, Mafia",David B. Bromley,1.3297
2197,37728,Rock the Beat,4,12,30,8,30,2008,6.39078,979,8,"Action / Dexterity, Humor, Music, Party Game, Real-time",Gabriel Ecoutin,1.0658
2202,8552,I Go!,2,4,30,30,30,2003,6.40807,920,8,"Card Game, Nautical, Pirates",Leo Colovini,1.4892
2229,91034,Khet 2.0,2,2,30,30,30,2011,6.82179,509,9,"Abstract Strategy, Electronic","Luke Hooper, Michael Larson, Del Segura",2.7429
2233,205494,"Machi Koro: Bright Lights, Big City",2,5,30,30,30,2016,6.96646,478,10,"Card Game, City Building, Dice",Masao Suganuma,2
2238,67181,PIX,4,9,30,30,30,2012,6.68465,556,8,"Party Game, Real-time","Laurent Escoffier, David Franck",1.4
2240,2604,Compatibility,4,6,30,8,30,1996,6.47964,798,12,"Card Game, Party Game, Word Game",Craig Browne (I),1.127
2250,123576,Sheepland,2,4,30,30,30,2012,6.65591,697,8,"Abstract Strategy, Animals, Farming","Simone Luciani, Daniele Tascini",1.881
2258,7804,Dracula,2,2,30,30,30,2003,6.21503,1514,12,"Horror, Novel-based",Michael Rieneck,1.9231
2265,114438,"But Wait, There's More!",3,10,30,30,30,2011,6.91406,412,14,"Party Game, Print & Play","Jay Cormier, Sen-Foong Lim",1.1
2268,1212,Nuclear Proliferation,2,6,30,30,30,1992,6.55934,702,10,"Card Game, Modern Warfare, Negotiation, Political, Wargame",Douglas Malewicki,1.4762
2277,8207,Dungeoneer: Vault of the Fiends,2,4,30,30,30,2003,6.314,1142,12,"Adventure, Card Game, Dice, Exploration, Fantasy",Thomas Denmark,2.2245
2280,364,Samarkand,2,5,30,8,30,1980,6.48447,717,9,"Arabian, Economic",Sid Sackson,1.9481
2283,22245,Times Square,2,2,30,30,30,2006,6.31042,1056,12,"Card Game, Movies / TV / Radio theme",Reiner Knizia,1.6807
2285,3632,Too Many Cooks,2,5,30,30,30,2002,6.34378,973,10,Card Game,Reiner Knizia,1.4078
2288,32382,Gipsy King,2,5,30,30,30,2007,6.59246,606,8,Abstract Strategy,Corn_ van Moorsel,1.8406
2291,63706,11 nimmt!,2,7,30,30,30,2010,6.2922,1087,8,Card Game,Wolfgang Kramer,1.2277
2298,13301,Caribbean,2,4,30,30,30,2004,6.21831,1398,8,Pirates,"Michail Antonow, Jens-Peter Schliemann",1.7419
2318,142271,Anomia: Party Edition,3,6,30,8,30,2013,7.07846,377,10,"Card Game, Party Game, Word Game",Andrew Innes,1
2319,908,Tally Ho!,2,2,30,30,30,1973,6.11487,2177,8,Animals,Rudi Hoffmann,1.4953
2327,143981,VOLT: Robot Battle Arena,2,4,30,30,30,2014,7.13303,333,13,"Fighting, Miniatures, Science Fiction",Emerson Matsuuchi,2
2335,24304,Unspeakable Words,2,6,30,30,30,2007,6.26836,1164,10,"Card Game, Horror, Word Game","James Ernest, Mike Selinker",1.3235
2343,13005,Tanz der Hornochsen!,2,8,30,30,30,2004,6.5401,641,8,"Animals, Humor",Wolfgang Kramer,1.4211
2351,46158,Time's Up! Academy,4,12,30,30,30,2009,7.31533,287,12,"Humor, Party Game",Peter Sarrett,1.1667
2352,3243,Wooly Bully,2,4,30,30,30,2002,6.11029,2246,7,"Animals, Bluffing, Farming, Puzzle",Philippe des Palliåères,1.6735
2360,28396,It's Alive!,2,5,30,30,30,2007,6.29744,1021,12,"Card Game, Horror",Yehuda Berlinger,1.6154
2361,16497,Rat Hot,2,2,30,30,30,2005,6.32552,946,8,"Abstract Strategy, Print & Play",Michael Schacht,1.4524
2368,180231,OctoDice,1,4,30,30,30,2015,6.68529,508,10,Dice,Christoph Toussaint,1.8125
2369,66120,Zooloretto Junior,2,5,30,30,30,2010,6.82039,412,7,"Animals, Children's Game",Michael Schacht,1.4231
2391,205125,Ticket to Ride: First Journey (U.S.),2,4,30,8,30,2016,7.16216,329,6,"Children's Game, Trains",Alan R. Moon,1.4286
2399,196526,Coffee Roaster,1,1,30,30,30,2015,8.01711,181,12,"Deduction, Industry / Manufacturing",Saashi,2.1429
2406,9675,La Strada,2,4,30,30,30,2004,6.19832,1256,10,"Abstract Strategy, Transportation",Martin Wallace,1.8431
2411,171110,Cosmic Run,1,4,30,30,30,2015,7.2655,285,8,"Dice, Science Fiction","Steve Finn, Seamus Finn",1.4118
2412,176262,Fleet Wharfside,2,4,30,30,30,2015,7.1124,314,13,"Animals, Card Game, Nautical","Ben Pinchback, Matt Riddle",1.7692
2437,192834,Fight for Olympus,2,2,30,30,30,2016,6.96837,381,12,"Ancient, Card Game, Mythology",Matthias Cramer,2
2438,42244,Martinique,2,2,30,30,30,2009,6.3119,914,10,"Bluffing, Deduction, Pirates",Emanuele Ornella,1.9254
2455,15889,Scopa,2,6,30,30,30,1600,6.55742,566,8,"Card Game, Memory",(Uncredited),1.463
2461,129090,Roll For It!,2,4,30,30,30,2011,6.19365,1390,8,Dice,Chris Leder,1.0606
2462,180602,Game of Trains,2,4,30,30,30,2015,6.40491,779,8,"Card Game, Trains","Alexey Konnov, Alexey Paltsev, Anatoliy Shklyarov",1.2703
2465,72420,Braggart,2,6,30,8,30,2010,6.48297,681,10,"Card Game, Fantasy, Humor, Medieval",Kyle Daniel,1.2222
2471,6927,Hornet Leader,1,2,30,30,30,1991,7.36369,270,12,"Aviation / Flight, Modern Warfare, Wargame",Dan Verssen,2.6136
2484,177965,Rush & Bash,2,6,30,23,30,2015,6.90493,375,7,"Fantasy, Humor, Racing",Erik Burigo,1.4545
2487,3137,Anno Domini: Erfindungen,2,8,30,30,30,1999,6.88583,361,10,"Bluffing, Party Game, Trivia",Urs Hostettler,1.5135
2499,154905,Brew Crafters: The Travel Card Game,2,4,30,30,30,2014,6.47175,610,13,Card Game,Ben Rosset,1.3704
2508,55165,Bisikle,1,4,30,30,30,2009,6.6317,489,5,"Action / Dexterity, Racing, Sports",Tonton Z,1.6364
2509,8229,Armad_ra,2,4,30,30,30,2003,6.42514,652,8,"Abstract Strategy, American West, Bluffing, Territory Building",Christwart Conrad,1.9833
2523,41636,Abandon Ship,3,7,30,30,30,2009,6.31968,835,10,"Animals, Bluffing, Nautical",Reiner Knizia,1.2237
2526,3463,Wizard,2,2,30,30,30,1978,6.9171,357,10,"Adventure, Fantasy, Fighting, Wargame",Steve Jackson (I),2.2162
2527,1705,Slapshot,2,10,30,30,30,1982,6.31861,872,8,"Card Game, Sports","Tom Dalgliesh, Ron Gibson, John Gordon, Lance Gutteridge",1.3302
2533,28218,Cash-a-Catch,3,5,30,30,30,2007,6.32543,828,8,"Action / Dexterity, Animals, Card Game, Economic, Real-time",Andreas Pelikan,1.4312
2536,2555,Vom Kap bis Kairo,2,4,30,30,30,2001,6.32293,801,10,"Card Game, Trains",GÌªnter Burkhardt,1.8148
2538,155702,Quarriors! Light vs. Dark,2,4,30,30,30,2014,6.97933,338,14,"Dice, Fantasy, Fighting","Mike Elliott, Eric M. Lang",2.0714
2547,13084,Volcano,1,6,30,30,30,2000,6.85018,361,0,Abstract Strategy,Kristin Looney,2.3519
2556,10814,Dawn Under,2,6,30,30,30,2004,6.36413,752,6,"Children's Game, Horror, Memory",Norbert Proena,1.6593
2564,2,Dragonmaster,3,4,30,30,30,1981,6.61187,480,12,"Card Game, Fantasy","G. W. ""Jerry"" D'Arcey",1.9423
2566,834,Chronology,2,8,30,30,30,1996,6.44025,631,12,"Card Game, Party Game, Trivia",Jane Ruemmele,1.4915
2567,166158,Dark Tales,2,4,30,30,30,2014,6.59635,512,14,Card Game,Pierluca Zizzi,1.65
2572,142262,Draco Magi,2,2,30,8,30,2014,6.62415,581,12,"Card Game, Fantasy","Robert Burke, Richard Launius",2.0909
2577,150783,Antidote,2,7,30,30,30,2013,6.42907,666,13,"Card Game, Deduction, Medical, Print & Play",Dennis Hoyle,1.6486
2579,164506,Biblios Dice,2,5,30,30,30,2015,6.95791,320,8,"Bluffing, Dice, Medieval",Steve Finn,1.5714
2586,13123,500,2,6,30,30,30,1904,6.85064,374,8,Card Game,(Uncredited),2.0435
2604,122159,Cthulhu Fluxx,2,6,30,30,30,2012,6.12718,1912,8,Card Game,Keith Baker,1.49
2605,63196,Three-Dragon Ante: Emperor's Gambit,2,6,30,30,30,2010,6.67494,445,12,"Card Game, Fantasy",Rob Heinsoo,1.7917
2614,2129,Crossbows and Catapults,2,2,30,30,30,1983,6.51692,639,6,"Action / Dexterity, Children's Game, Medieval",Henri Sala,1.3182
2618,1376,Don,3,6,30,30,30,2001,6.19462,1052,10,"Card Game, Mafia",Michael Schacht,1.6587
2621,28805,The Lord of the Rings: Strategy Battle Game,2,2,30,30,30,2005,7.13692,299,12,"Fantasy, Fighting, Miniatures, Movies / TV / Radio theme, Novel-based, Wargame","Alessio Cavatore, Matthew Ward",2.76
2622,163920,Gaå´a,2,5,30,30,30,2014,6.35884,705,8,Territory Building,Olivier Rolko,1.9474
2630,109548,Hemloch,2,2,30,30,30,2011,6.96463,310,0,"Card Game, Fantasy",John Clowdus,2
2633,183896,Firefly Fluxx,2,6,30,30,30,2016,6.75487,421,8,Card Game,Andrew Looney,1.3846
2638,108831,Kulami,2,2,30,30,30,2011,7.14027,266,10,Abstract Strategy,Andreas Kuhnekath,1.7692
2639,4505,Tarot,3,5,30,8,30,1430,6.66103,485,12,"Bluffing, Card Game, Game System, Print & Play",(Uncredited),2.4324
2640,191538,Leo,2,5,30,30,30,2016,6.86117,333,6,Children's Game,Leo Colovini,1.2857
2642,129556,Tapple,2,10,30,30,30,2012,6.41328,602,8,"Card Game, Electronic, Party Game, Real-time, Word Game",(Uncredited),1.0526
2650,171261,Hocus,2,5,30,30,30,2016,6.86506,364,10,"Card Game, Print & Play","Joshua Buergel, Grant Rodiek",2.3125
2655,872,M,2,6,30,30,30,2000,6.42569,575,10,Abstract Strategy,Martin Schlegel,1.9605
2664,136356,Dread Curse,3,8,30,30,30,2013,6.47336,532,14,"Bluffing, Card Game, Party Game, Pirates",Stuart Sisk,1.8095
2668,6817,Schafkopf,4,4,30,30,30,1780,7.52588,217,7,Card Game,(Uncredited),2.5385
2673,74,Apples to Apples,4,10,30,30,30,1999,5.94883,14689,12,"Card Game, Humor, Party Game","Matthew Kirby, Mark Alan Osterhaus",1.1682
2674,368,Relationship Tightrope,3,5,30,30,30,1999,6.18404,975,8,Card Game,Reiner Knizia,1.3459
2675,28284,Lock 'n Load: Heroes of the Blitzkrieg,2,2,30,30,30,2009,8.0161,177,12,"Wargame, World War II","Olivier Revenu, Mark H. Walker",3.1154
2681,147707,Mush! Mush!: Snow Tails 2,2,8,30,8,30,2013,6.95484,289,12,"Animals, Card Game, Humor, Racing, Sports","Gordon Lamont, Fraser Lamont",1.9231
2683,339,Quiddler,1,8,30,30,30,1998,6.03447,2399,8,"Card Game, Word Game",Marsha J. Falco,1.4488
2684,163056,Mus_e,2,4,30,30,30,2014,6.96498,289,8,Card Game,Alf Seegert,1.1818
2700,144388,Elevenses,2,4,30,30,30,2013,6.29576,737,10,"Card Game, Print & Play",David Harding (II),1.3774
2701,186701,Burger Up,2,4,30,30,30,2016,7.23778,302,9,"Card Game, Puzzle",Matthew Parkes,1.8
2707,66193,It Happens..,2,5,30,30,30,2010,6.24442,820,8,Dice,Stefan Feld,1.4
2709,300,Tutankhamen,2,6,30,8,30,1993,6.12752,1202,8,"Abstract Strategy, Ancient",Reiner Knizia,1.5871
2717,42444,Batt'l Kha'os,2,2,30,30,30,2009,6.37451,635,10,"Fantasy, Fighting","Eric Hanuise, Fr_deric Moyersoen",1.6596
2720,182116,Dingo's Dreams,2,4,30,30,30,2016,6.63118,422,8,"Animals, Fantasy, Puzzle",Alf Seegert,1.1538
2723,86156,Reverse Charades,6,99,30,30,30,2010,6.82645,327,6,Party Game,"Scott Porter, Bryce Porter",1.0625
2727,162107,Doodle City,1,6,30,30,30,2014,6.39283,576,8,City Building,"Eilif Svensson, Kristian Amundsen Ìüstby",1.4333
2731,176524,Hoplomachus: Origins,1,2,30,30,30,2015,8.18021,144,12,"Dice, Fighting, Wargame","Adam Carlson, Josh J. Carlson",2.7143
2737,168839,Die Kutschfahrt zur Teufelsburg,3,10,30,30,30,2006,6.56964,455,12,"Bluffing, Card Game, Deduction","Michael Palm, Lukas Zach",2.0588
2738,4488,Scarab Lords,2,2,30,30,30,2002,6.06714,1461,12,"Ancient, Card Game, Fantasy",Reiner Knizia,1.908
2740,66126,Mystery Rummy: Escape from Alcatraz,2,4,30,30,30,2009,7.01171,269,10,"Card Game, Print & Play","Mike Fitzgerald, Andrew Korson",1.4118
2749,182,Knights of Charlemagne,2,4,30,30,30,1995,6.36358,605,8,"Card Game, Medieval",Reiner Knizia,1.4235
2753,119632,IOTA,2,4,30,30,30,2012,6.25561,748,8,"Abstract Strategy, Card Game",Gene Mackles,1.9592
2756,24770,Quietville,3,5,30,30,30,2006,6.185,896,8,"Animals, Card Game",Michael Schacht,1.424
2775,118385,Pocket Battles: Macedonians vs. Persians,2,2,30,30,30,2012,6.98076,291,13,"Ancient, Wargame","Paolo Mori, Francesco Sirocchi",1.8889
2779,102,Klunker,3,5,30,8,30,1999,6.21418,805,10,Card Game,Uwe Rosenberg,1.7738
2781,17988,Die Dolmeng_tter,2,5,30,30,30,2005,6.55666,416,10,"Abstract Strategy, Ancient",Thomas Odenhoven,2.2069
2786,9735,Duell,2,2,30,30,30,2004,6.35701,569,9,"Card Game, Fighting, Sports",Reiner Knizia,1.3548
2787,950,Four Dragons,3,4,30,30,30,2000,6.62237,395,12,"Card Game, Deduction, Horror","Frank Branham, Sandi West",2.3636
2794,115288,Penny Arcade: The Game ? Rumble in R'lyeh,2,4,30,30,30,2012,7.07301,276,15,"Card Game, Comic Book / Strip, Video Game Theme","Michael Donais, Paul Sottosanti",2.25
2821,132497,Lift it!,1,8,30,30,30,2012,6.4668,509,8,"Action / Dexterity, Real-time",Per Gauding,1.3462
2823,88126,Time's Up! Family,4,12,30,30,30,2010,6.98057,265,8,"Memory, Party Game",Peter Sarrett,1
2840,6137,Drive,2,4,30,30,30,2003,6.49459,453,8,"Animals, Card Game",Michael Schacht,1.2679
2842,149361,Hapsburg Eclipse,1,1,30,30,30,2014,7.33257,206,13,"Wargame, World War I",Darin A. Leviloff,2.2105
2854,4753,King's Gate,2,4,30,30,30,2002,6.21426,778,9,Medieval,Reiner Knizia,2.0459
2857,17923,Anno Domini: Flopps,2,8,30,30,30,2001,6.94455,266,10,"Bluffing, Card Game, Humor, Party Game, Trivia",Urs Hostettler,1.4231
2867,147451,Field of Glory: The Card Game,2,2,30,30,30,2013,6.67052,348,0,"Ancient, Card Game, Fighting",Martin Wallace,1.9032
2909,1992,Stop Thief,2,4,30,30,30,1979,6.29454,705,10,"Deduction, Electronic",Robert Doyle,1.6842
2911,73664,Cabo,2,5,30,30,30,2010,6.78304,312,8,Card Game,"Mandy Henning, Melissa Limes",1.4737
2913,180543,Exceed: Red Horizon ? Reese & Heidi vs. Vincent & Nehtali,2,2,30,30,30,2016,8.05,149,0,"Card Game, Fighting","D. Brad Talton, Jr.",2.2727
2920,147021,Hollywood,2,6,30,30,30,2013,6.54509,397,13,"Card Game, Industry / Manufacturing, Movies / TV / Radio theme",Nikolay Pegasov,1.8824
2923,129165,Wings of Glory: WW1 Duel Pack,2,2,30,30,30,2013,8.06084,166,13,"Aviation / Flight, Fighting, Miniatures, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",2.3077
2928,2125,Amazons,2,2,30,30,30,1992,7.13747,229,12,Abstract Strategy,Walter Zamkauskas,2.9167
2929,29355,WÌªrfel Bingo,1,5,30,30,30,2007,6.60184,358,7,Dice,Heinz WÌªppen,1.3409
2937,160784,Fidelitas,1,4,30,30,30,2015,6.38139,508,10,"Card Game, Medieval","Philip duBarry, Jason Kotarski",1.8125
2942,181329,Team Play,3,6,30,30,30,2015,6.92129,255,8,Card Game,Johannes Schmidauer-K_nig,1.2727
2943,121073,Panic Lab,2,10,30,30,30,2012,6.16325,899,8,"Humor, Party Game, Puzzle, Real-time",Dominique Ehrhard,1.3333
2947,1413,Attack Sub,2,2,30,30,30,1991,6.52096,425,12,"Card Game, Modern Warfare, Nautical, Wargame",Courtney F. Allen,2.3158
2957,139131,Hoplomachus: Rise of Rome,1,2,30,30,30,2013,8.32542,120,12,"Dice, Fighting","Adam Carlson, Josh J. Carlson",2.5714
2967,118023,Keltis: Das WÌªrfelspiel,2,4,30,30,30,2012,6.47443,419,8,Dice,Reiner Knizia,1.2727
2997,158544,The Institute for Magical Arts,2,2,30,30,30,2015,6.99336,235,8,"Dice, Fantasy",Steve Finn,1.8235
2998,82955,1655: Habemus Papam,3,4,30,30,30,2010,6.52359,393,10,"Card Game, Pike and Shot, Religious",Christoph Bauer,2.1622
3001,163641,Eminent Domain: Battlecruisers,3,5,30,30,30,2016,6.5619,369,13,"Bluffing, Card Game, Science Fiction",Philip duBarry,2
3002,165877,Spellcaster,2,4,30,30,30,2014,6.64907,343,14,Card Game,"Aaron Weissblum, Norman Woods",1.6111
3009,4475,Unexpected Treasures,3,6,30,30,30,2002,6.26273,604,13,none,Friedemann Friese,1.3265
3019,164874,Airborne Commander,1,1,30,30,30,2015,7.10924,211,10,World War II,Aaron Lauster,2.0357
3021,3573,Napoleon at Waterloo,2,2,30,30,30,1971,6.55955,398,10,"Napoleonic, Wargame",Jim Dunnigan,1.9298
3022,126912,Lady Alice,3,5,30,30,30,2012,6.3568,490,8,"Bluffing, Deduction",Ludovic Gaillard,1.9394
3024,17997,Anno Domini: Sex & Crime,2,8,30,30,30,1998,6.80489,270,10,"Bluffing, Card Game, Humor, Party Game, Trivia",Urs Hostettler,1.4
3025,24416,Santy Anno,3,8,30,30,30,2006,6.32189,519,10,"Pirates, Racing",Alain Orban,1.4909
3029,1125,Big Shot,2,4,30,30,30,2001,6.50144,376,10,Economic,Alex Randolph,2.0256
3030,154880,Vudåù,3,6,30,30,30,2014,6.52567,448,8,"Action / Dexterity, Humor, Party Game","Francesco Giovo, Marco Valtriani",1.1579
3031,137238,Time 'n' Space,3,4,30,30,30,2013,6.40681,435,10,"Economic, Negotiation, Real-time, Science Fiction, Transportation",Tobias Stapelfeldt,2.2308
3055,13089,Wie ich die Welt sehe...,2,9,30,8,30,2004,6.9855,231,10,"Card Game, Party Game, Word Game",Urs Hostettler,1.1429
3057,2316,X-Bugs,2,2,30,30,30,2001,6.41466,481,10,"Action / Dexterity, Fighting","Marco Maggi, Francesco Nepitello",1.3651
3070,207062,Dungeons & Dragons: Rock Paper Wizard,3,6,30,30,30,2016,7.13171,222,14,Fantasy,"Josh Cappel, Jay Cormier, Sen-Foong Lim",1.4
3090,122943,Scripts and Scribes: The Dice Game,2,5,30,30,30,2012,6.65584,309,10,"Bluffing, Dice, Medieval",Steve Finn,1.5556
3092,10989,ConHex,2,2,30,30,30,2002,6.91117,240,10,Abstract Strategy,Michail Antonow,2.3571
3097,13172,Kung Fu Fighting,2,6,30,30,30,2004,6.14916,939,10,"Card Game, Fighting, Humor","Cliff Bohm, Geoff Bottone, Colleen Skadl",1.2969
3102,941,Turbo Taxi,2,4,30,30,30,2000,6.05617,1012,8,"Puzzle, Real-time",Friedemann Friese,1.4746
3114,25574,Gin Rummy,2,2,30,30,30,1909,6.11824,871,8,"Card Game, Memory","Elwood Thomas Baker, Charles Graham Baker",1.7763
3123,450,Octi,2,4,30,30,30,1999,6.76628,288,8,Abstract Strategy,Don Green,3.5
3126,10653,Pirates of the Spanish Main,2,10,30,30,30,2004,6.00652,2555,10,"Collectible Components, Miniatures, Nautical, Pirates, Wargame","James Ernest, Michael Mulvihill, Mike Selinker",1.7802
3129,209325,The Game: Extreme,1,5,30,30,30,2016,7.1497,198,8,Card Game,"Steffen Benndorf, Reinhard Staupe",1.5
3136,668,Sternenhimmel,3,5,30,30,30,1995,6.57772,310,10,Bluffing,Tom Schoeps,2.0857
3143,121764,Plato 3000,2,4,30,8,30,2012,6.44579,397,10,"Card Game, Civilization",Sheamus Parkes,1.5946
3193,1549,Password,3,4,30,30,30,1962,6.10718,795,10,"Movies / TV / Radio theme, Party Game, Word Game",(Uncredited),1.5342
3196,117663,Piraten kapern,2,5,30,30,30,2012,6.32206,462,8,"Card Game, Dice, Pirates",Haim Shafir,1.0976
3199,41833,Creationary,3,8,30,30,30,2009,5.97104,1325,7,Party Game,"Cynthia Bodin, Bastiaan Brederode, Cephas Howard",1.3538
3205,8935,Shazamm!,2,2,30,30,30,2003,6.23814,570,10,"Bluffing, Card Game, Fantasy","Franåçois Bruel, Philippe des Palliåères",1.8889
3208,178044,Small Star Empires,2,4,30,30,30,2016,7.27277,191,13,"Science Fiction, Territory Building",Milan Tasevski,2
3248,2667,What Were You Thinking?,4,10,30,30,30,1998,6.91744,217,10,Party Game,Richard Garfield,1.2
3251,147614,Crazy Time,4,7,30,30,30,2013,7.02139,201,12,"Action / Dexterity, Card Game, Party Game",Alex Putfin,1.7
3256,158168,NHL Power Play Team-Building Card Game,2,4,30,30,30,2014,7.07643,199,15,"Card Game, Sports",Matt Hyra,1.9167
3262,187104,4 Gods,2,4,30,30,30,2016,6.41985,387,8,Real-time,Christophe Boelinger,2.25
3270,167298,Sheep & Thief,2,4,30,30,30,2014,6.68891,266,10,Animals,Yuichi Sakashita,1.6522
3284,171492,Vienna,3,5,30,30,30,2015,6.54684,301,10,none,Johannes Schmidauer-K_nig,2.3
3286,124545,Town Center,2,4,30,30,30,2012,6.47123,326,12,"Abstract Strategy, City Building, Economic",Alban Viard,2.8571
3292,64220,Richard Scarry's Busytown: Eye found it! Game,2,4,30,30,30,2009,6.55714,320,3,"Children's Game, Racing",Forrest-Pruzan Creative,1.2333
3297,18723,"Aye, Dark Overlord! The Red Box",4,16,30,30,30,2005,5.95909,2046,13,"Card Game, Fantasy, Humor, Party Game","Fabrizio Bonifacio, Riccardo Crosa, Massimiliano Enrico, Chiara Ferlito, Tim Uren",1.3072
